"","Site","WY","Month","X.x","Air","PO4","NO3","pH","Cond","Tur","O2","H2Otemp","TotalColiform","EColi","ppt","cwd","tmx","tmn","PctUrb","PctImp","NDVI","SiteWY","Id","OBJECTID","Shape_Area..km2.","Shape_Leng","raw.ag.area.2001","raw.ag.area.2016","raw.forest.area.2001..km2.","forest.2001..","raw.forest.area.2016","raw.grassland.area.2001","raw.grassland.area.2016","raw.scrub.area.2001","raw.scrub.area.2016","raw.urban.area.2001","raw.urban.area.2016","raw.water.area.2001","raw.water.area.2016","ForestChange","ScrubChange","UrbanChange","Air1","PO41","NO31","pH1","Cond1","Tur1","O21","H2Otemp1","TotalColiform1","EColi1","ppt1","cwd1","tmx1","tmn1","NDVI1","Air3","PO43","NO33","pH3","Cond3","Tur3","O23","H2Otemp3","TotalColiform3","EColi3","ppt3","cwd3","tmx3","tmn3","X.y","Acari","Aeshnidae","Ameletidae","Amphipoda","Amphizoidae","Apataniidae","Arctopsychinae","Athericidae","Baetidae","Belostomatidae","Blephariceridae","Brachycentridae","Caenidae","Calamoceratidae","Calopterygidae","Capniidae","Ceratopogonidae","Chironomidae","Chloroperlidae","Cladocera","Coenagrionidae","Copepoda","Cordulegastridae","Corduliidae","Corydalidae","Decapoda","Dixidae","Dryopidae","Dytiscidae","Elmidae","Empididae","Ephemerellidae","Ephemeridae","Ephydridae","Gastropoda","Glossosomatidae","Gomphidae","Haliplidae","Helicopsychidae","Heptageniidae","Hirudunea","Hydraenidae","Hydrophilidae","Hydropsychidae","Hydroptilidae","Isonychiidae","Isopoda","Lepidostomatidae","Leptoceridae","Leptohyphidae","Leptophlebiidae","Leuctridae","Libellulidae","Limnephilidae","Naucoridae","Nematoda","Nematomorpha","Nemertea","Nemouridae","Odontoceridae","Oligochaeta","Ostracoda","Pelecypoda","Peltoperlidae","Perlidae","Perlodidae","Philopotamidae","Polycentropodidae","Psephenidae","Psychodidae","Psychomyiidae","Pteronarcyidae","Ptilodactylidae","Pyralidae","Rhyacophilidae","Sericostomatidae","Sialidae","Simuliidae","Siphlonuridae","Stratiomyidae","Tabanidae","Tipulidae","Turbellaria","Uenoidae","Unknown","Veliidae","number","insect.taxa","ple.taxa","tri.taxa","ept.p","tol.p","intol.p","hil.in","p.p","insect.score","ple.score","tri.score","ept.score","tol.score","intol.score","hil.score","p.score","ibi.score"
"79",12,2009,6,2036,24,0.07,0.09,7.066666667,44.83333333,1.483333333,9.363333333,15,7.594028891,3.594568775,18.6,0,25.76,11.51,9,12,0.193,"12 2009",6,6,0.205583929,2340.203842,0,0,0.137189701,66.73172464,0.138224095,0,0,0.001143486,0.001026135,0.067045532,0.066256814,0,0,0.00103439399999999,-0.000117351,-0.000788718000000008,21.3,0.043333333,0.1,6.843333333,39.7,0.833333333,9.56,12.83333333,4.92289638,2.493205453,143,0,24.78,10.84,0.193,21.2666666666667,0.0444444443333333,0.102222222333333,6.86,43.7,1.06666666633333,9.85777777766667,12.11111111,5.66889486833333,2.39546217233333,76.3333333333333,0,22.71,8.70666666666667,250,23,0,0,0,0,0,0,0,84,0,0,1,0,0,0,0,0,135,1,0,0,0,3,0,0,0,0,0,0,30,4,1,0,0,3,0,11,0,0,4,0,0,0,3,3,0,0,5,0,0,3,0,0,1,0,3,0,0,3,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,0,0,0,9,0,0,1,0,392,20,2,5,47.95918367,0.765306122,6.632653061,4.790816327,11.98979592,3,2,3,3,4,2,2,4,23
"80",12,2010,10,2052,6.8,0.033333333,0.043333333,6.493333333,47.1,0.516666667,10.83666667,6.633333333,7.791357516,4.115779843,108.2,0,19.5,6.71,9,12,0.246,"12 2010",6,6,0.205583929,2340.203842,0,0,0.137189701,66.73172464,0.138224095,0,0,0.001143486,0.001026135,0.067045532,0.066256814,0,0,0.00103439399999999,-0.000117351,-0.000788718000000008,23.1,0.046666667,0.08,6.63,48.16666667,1.216666667,9.653333333,12.4,7.791357516,3.384390263,0.9,124.8,28.26,12.28,0.246,19.1,0.0533333333333333,0.0744444443333333,6.59888888866667,47.6555555566667,0.972222222333333,10.111111112,11.111111111,7.791357516,3.99888029166667,36.7,96.9333333333333,25.67,10.9866666666667,253,31,0,0,0,0,0,0,0,33,0,0,14,0,0,0,0,0,158,5,0,2,0,6,0,0,0,0,0,0,4,5,6,0,0,6,0,0,0,0,8,0,0,0,3,1,0,0,2,0,0,0,2,0,0,0,1,0,1,7,0,178,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,6,0,0,0,7,0,0,0,0,491,21,2,9,61.50712831,1.83299389,10.79429735,4.975560081,10.99796334,3,2,5,4,2,3,1,4,24
"81",12,2010,6,2048,16.9,0.013333333,0.123333333,6.493333333,43.73333333,2.2,9.58,11.83333333,7.791357516,3.417726684,3.8,0,25.92,12.19,9,12,0.246,"12 2010",6,6,0.205583929,2340.203842,0,0,0.137189701,66.73172464,0.138224095,0,0,0.001143486,0.001026135,0.067045532,0.066256814,0,0,0.00103439399999999,-0.000117351,-0.000788718000000008,24.1,0.03,0.093333333,6.533333333,40.66666667,1.933333333,10.48666667,10.3,5.935951837,1.410986974,101.3,0,17.82,5.39,0.246,18.7,0.0266666666666667,0.111111111,6.54444444433333,42.4555555566667,2.322222222,10.3811111133333,10.1444444433333,6.22488326566667,2.40582548233333,123.033333333333,0,19.1966666666667,6.81666666666667,252,22,0,0,0,0,0,0,0,45,0,0,2,0,1,0,0,3,295,0,0,1,0,4,0,0,0,0,0,0,7,7,1,0,0,0,0,4,0,0,4,0,0,0,0,12,0,0,1,0,0,0,2,0,0,0,1,0,0,6,0,34,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,34,0,0,0,4,0,0,0,0,495,20,1,7,24.84848485,0.202020202,4.444444444,5.377777778,10.90909091,3,1,4,1,5,2,1,4,21
"82",12,2011,10,2063,10.6,0.063333333,0.053333333,6.703333333,50.76666667,0.843333333,10.27,11.3,6.646520377,3.117949906,216.73,0,21.05,9.69,9,12,0.239,"12 2011",6,6,0.205583929,2340.203842,0,0,0.137189701,66.73172464,0.138224095,0,0,0.001143486,0.001026135,0.067045532,0.066256814,0,0,0.00103439399999999,-0.000117351,-0.000788718000000008,21.5,0.106666667,0.176666667,6.276666667,49.76666667,1.3,9.076666667,13.9,6.124464549,5.079539273,0.7,131.1,30.95,14.85,0.239,17.8,0.0777777776666667,0.132222222333333,6.37222222233333,49.5333333366667,1.85888888866667,9.52333333333333,12.2666666666667,6.45330380133333,4.39140764033333,72.4766666666667,43.7,27.8533333333333,13.2733333333333,255,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9,5,151,6,0,0,0,7,0,0,0,0,0,0,17,5,6,0,0,8,0,19,0,0,3,0,0,0,2,0,0,0,17,3,0,1,0,0,0,0,0,0,0,5,0,176,0,44,0,2,0,0,0,0,0,0,2,0,0,0,3,5,0,0,0,0,1,0,0,0,0,503,22,2,7,53.28031809,10.33797217,11.33200795,5.07554672,10.73558648,3,2,4,3,1,3,1,4,21
"83",12,2011,6,2059,20.7,0.08,0.063333333,5.986666667,44.73333333,2.53,10.41333333,12.1,6.704904431,5.184588601,65.73,0,24.1,10.81,9,12,0.239,"12 2011",6,6,0.205583929,2340.203842,0,0,0.137189701,66.73172464,0.138224095,0,0,0.001143486,0.001026135,0.067045532,0.066256814,0,0,0.00103439399999999,-0.000117351,-0.000788718000000008,8.1,0.03,0.07,6.413333333,29.1,4.866666667,10.53666667,8.4,7.348008213,5.842964539,88.99,0,18.45,5.85,0.239,15.0333333333333,0.0455555556666667,0.0577777776666667,6.07444444433333,36.7333333333333,3.04555555566667,10.5877777766667,9.36666666666667,6.16792182333333,4.76823262433333,74.8633333333333,0,19.5466666666667,6.77333333333333,254,23,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,344,2,0,0,0,2,0,0,0,0,0,0,8,5,0,0,0,0,0,3,0,0,14,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,1,60,0,0,1,0,0,0,0,0,527,15,1,4,18.21631879,0.189753321,2.277039848,5.540796964,7.400379507,2,1,2,1,5,1,1,3,16
"84",12,2012,10,2075,12.7,0.16,0.053333333,5.82,48.9,2.333333333,9.356666667,11.9,7.791357516,4.589040804,105.28,0,21.91,8.78,9,12,0.277,"12 2012",6,6,0.205583929,2340.203842,0,0,0.137189701,66.73172464,0.138224095,0,0,0.001143486,0.001026135,0.067045532,0.066256814,0,0,0.00103439399999999,-0.000117351,-0.000788718000000008,22.8,0.06,0.136666667,6.843333333,48.7,2.366666667,9.35,12.73333333,5.513831891,4.053522568,0,131,31.11,14.57,0.277,19.5666666666667,0.091111111,0.114444444333333,6.49333333333333,49.11111111,2.03777777766667,9.218888889,13.3333333333333,6.775394694,4.57589583933333,35.1366666666667,102.533333333333,29.0166666666667,13.3866666666667,257,4,0,0,0,0,0,0,0,41,0,0,88,0,1,0,3,2,138,4,0,0,0,1,0,0,0,1,0,0,27,4,19,0,0,1,1,5,0,0,2,0,0,0,5,0,0,0,23,0,0,0,0,0,0,0,0,0,0,25,0,22,0,1,0,6,1,0,1,0,0,0,1,0,0,2,6,2,3,0,0,0,0,0,0,3,0,443,25,2,10,49.43566591,0.451467269,39.27765237,3.923250564,6.772009029,4,2,5,3,5,5,4,3,31
"85",12,2012,6,2071,19.5,0.043333333,0.11,6.876666667,47.7,2.65,9.71,12.6,5.225746674,4.398146017,25.87,67.56,26.91,11.74,9,12,0.277,"12 2012",6,6,0.205583929,2340.203842,0,0,0.137189701,66.73172464,0.138224095,0,0,0.001143486,0.001026135,0.067045532,0.066256814,0,0,0.00103439399999999,-0.000117351,-0.000788718000000008,16.9,0.04,0.11,7.063333333,43.7,1.583333333,9.27,12.4,5.256453162,3.871201011,9.43,0,23.45,9.4,0.277,16.6,0.0344444443333333,0.126666666666667,6.501111111,42.91111111,2.3,9.72111111,11.3777777776667,4.859957396,3.92795769833333,83.2533333333333,22.52,22.55,8.85333333333333,256,13,0,0,0,0,0,0,0,42,0,0,5,0,0,0,0,0,399,4,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,2,0,1,0,0,12,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,0,17,0,0,1,4,0,2,0,0,0,0,0,0,0,4,3,0,61,0,0,0,9,0,1,0,0,593,17,2,7,19.56155143,0.337268128,5.396290051,5.463743676,3.70994941,2,2,4,1,5,2,1,1,18
"86",12,2013,10,2087,10.7,0.016666667,0.08,6.753333333,45.33333333,0.776666667,9.916666667,10.9,7.791357516,5.565669173,71.44,20.96,22.9,9.14,9,12,0.254,"12 2013",6,6,0.205583929,2340.203842,0,0,0.137189701,66.73172464,0.138224095,0,0,0.001143486,0.001026135,0.067045532,0.066256814,0,0,0.00103439399999999,-0.000117351,-0.000788718000000008,17.7,0.233333333,0.18,7.033333333,50.1,0.196666667,9.83,11,6.588926478,3.265759411,44.17,97.27,26.41,12.88,0.254,15.7333333333333,0.0966666666666667,0.128888889,6.68888888866667,48.6888888866667,0.452222222333333,9.758888889,11.7777777766667,7.089414882,4.30524093666667,38.54,96.21,26.6733333333333,12.38,258,1,0,1,0,0,0,0,0,50,0,0,37,0,0,0,2,1,129,12,0,2,0,7,0,0,0,0,0,0,15,1,60,0,0,0,0,6,0,0,10,0,0,0,2,0,0,0,18,0,4,0,2,0,0,0,2,0,1,6,0,53,0,0,0,3,4,0,0,0,0,0,0,0,0,5,16,0,1,0,0,0,7,1,0,0,0,459,26,1,11,55.77342048,0.653594771,34.64052288,3.74291939,8.496732026,4,1,5,3,4,5,4,3,29
"87",12,2014,10,2099,19.3,0.006666667,0.086666667,6.676666667,49.33333333,3.466666667,10.26666667,8.8,7.348008213,3.852273001,17.82,69.51,22.5,7.5,9,12,0.409,"12 2014",6,6,0.205583929,2340.203842,0,0,0.137189701,66.73172464,0.138224095,0,0,0.001143486,0.001026135,0.067045532,0.066256814,0,0,0.00103439399999999,-0.000117351,-0.000788718000000008,19.9,0.05,0.08,6.323333333,41.9,0.6,8.456666667,15.53333333,7.791357516,7.791357516,32.28,113.79,28.99,14.49,0.409,19.3,0.04,0.0844444446666667,6.678888889,43.7666666666667,1.42222222233333,9.227777779,13.01111111,7.342442127,5.09636013766667,18.75,118.666666666667,27.3966666666667,12.99,260,22,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,6,325,0,0,5,0,15,0,0,0,0,0,0,25,1,2,0,0,2,0,12,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,2,1,0,0,0,0,11,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,10,0,0,0,0,475,18,3,6,14.52631579,2.105263158,11.78947368,5.309473684,13.26315789,2,3,3,1,2,3,1,5,20
"88",12,2014,6,2095,17.3,0.03,0.106666667,6.573333333,41.23333333,0.25,9.853333333,11.83333333,6.704904431,4.999237249,0,121.05,28.84,12.94,9,12,0.409,"12 2014",6,6,0.205583929,2340.203842,0,0,0.137189701,66.73172464,0.138224095,0,0,0.001143486,0.001026135,0.067045532,0.066256814,0,0,0.00103439399999999,-0.000117351,-0.000788718000000008,16.7,0.056666667,0.093333333,6.26,42.96666667,0.416666667,9.716666667,11.76666667,3.575150689,3.148453361,18.24,0,24.03,10.27,0.409,15.3,0.0355555556666667,0.091111111,6.582222222,42.1777777766667,0.505555555666667,10.015,11.38888889,5.14348411866667,3.58098177233333,33.2366666666667,40.35,24.14,9.88666666666667,259,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,458,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,501,8,1,1,7.385229541,0,6.18762475,5.77245509,1.397205589,1,1,1,1,5,2,1,1,13
"89",13,2001,6,2127,28.5,2.983333333,0.07,6.633333333,40.16666667,1.526666667,10.53333333,14.66666667,7.791357516,4.115779843,5.7,108.9,28.13,12.59,9,12,0.26,"13 2001",8,8,10.03033872,17278.41908,0,0,8.836546898,88.09819038,8.826077461,0.003479999,0.003479999,0.09572725,0.10478916,1.085556626,1.086829424,0.009048681,0.009048681,-0.0104694369999994,0.00906191000000001,0.00127279800000002,29,1.31,4.213333333,6.486666667,41.13333333,1.203333333,10.59666667,14.93333333,7.253894921,6.361993085,1.9,0,27.71,11.52,0.26,22.6,1.43333333333333,1.44555555533333,6.69777777766667,43.4555555566667,2.74333333333333,10.5444444433333,11.6222222223333,6.98208169366667,4.91018157566667,105.483333333333,36.3,21.6366666666667,8.46333333333333,261,11,0,0,0,0,0,0,0,6,1,0,2,0,0,0,0,0,107,2,0,0,0,1,0,0,0,0,0,0,10,7,0,0,0,0,0,8,0,0,5,0,0,0,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,18,0,19,0,0,0,5,0,0,0,0,0,0,0,0,0,14,0,2,11,0,0,0,3,0,0,0,0,239,19,1,5,30.54393305,0.418410042,13.38912134,4.682008368,16.31799163,3,1,3,2,5,3,2,5,24
"90",13,2002,10,2140,13,0,0.01,7.533333333,31.2,0.533333333,9.846666667,11.2,7.791357516,5.785362462,46.1,35.9,24.93,10.16,9,12,0.245,"13 2002",8,8,10.03033872,17278.41908,0,0,8.836546898,88.09819038,8.826077461,0.003479999,0.003479999,0.09572725,0.10478916,1.085556626,1.086829424,0.009048681,0.009048681,-0.0104694369999994,0.00906191000000001,0.00127279800000002,13.3,0.056666667,0.01,7.333333333,42.86666667,0.75,9.943333333,11.28333333,5.959199587,4.000033883,0.1,127.1,29.23,12.52,0.245,18.3,0.0244444446666667,0.0655555556666667,7.38888888866667,37.57777778,0.916666666666667,9.55,13.1833333333333,7.18063820633333,5.057699091,15.4,111.033333333333,28.4566666666667,12.4233333333333,263,4,0,0,0,0,0,0,0,2,0,0,7,0,1,0,2,0,111,0,0,0,0,7,0,0,0,0,0,0,12,0,16,0,0,0,0,5,0,0,20,0,0,0,46,0,0,0,0,0,0,2,0,0,0,0,1,0,0,40,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,300,17,1,7,34.66666667,0,27,4.15,7.333333333,2,1,4,2,5,4,4,3,25
"91",13,2002,6,2136,23.7,0.02,0,7.133333333,30.6,1.766666667,9.633333333,14.36666667,7.791357516,3.981549068,0,101.5,28.69,12.61,9,12,0.245,"13 2002",8,8,10.03033872,17278.41908,0,0,8.836546898,88.09819038,8.826077461,0.003479999,0.003479999,0.09572725,0.10478916,1.085556626,1.086829424,0.009048681,0.009048681,-0.0104694369999994,0.00906191000000001,0.00127279800000002,7.5,0.02,0.35,7.533333333,38.33333333,3.733333333,10.32,9.166666667,7.092823061,4.892602227,58.1,0,22.01,6.94,0.245,12.1333333333333,0.0277777776666667,0.127777777666667,7.333333333,35.9666666666667,2.77777777766667,10.0988888876667,10.9444444456667,7.00288170866667,3.189099492,35.9333333333333,33.8333333333333,23.01,8.01,262,5,0,0,1,0,0,0,0,10,0,0,7,0,0,0,0,2,197,1,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,6,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,17,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,1,34,0,0,0,0,0,0,1,0,324,19,2,6,18.82716049,0,7.098765432,5.327160494,5.864197531,3,2,3,1,5,2,1,2,19
"92",13,2003,10,2152,1.31,0.48,0.043333333,7.6,38.73333333,0.983333333,10.77,11.11666667,7.791357516,4.62399194,0.1,77.9,22.64,7.43,9,12,0.246,"13 2003",8,8,10.03033872,17278.41908,0,0,8.836546898,88.09819038,8.826077461,0.003479999,0.003479999,0.09572725,0.10478916,1.085556626,1.086829424,0.009048681,0.009048681,-0.0104694369999994,0.00906191000000001,0.00127279800000002,9.5,1.033333333,0.143333333,5.733333333,40.76666667,1.016666667,9.766666667,12.4,7.791357516,4.388257184,3.2,126.7,30.44,13.9,0.246,6.50333333333333,0.512222222,0.102222222,6.38888888866667,40.31111111,0.983333333333333,10.0055555556667,11.8222222233333,7.791357516,4.75623409533333,14.9666666666667,110.3,27.5666666666667,11.9466666666667,265,8,0,0,0,0,0,0,0,4,0,0,14,0,0,0,4,0,336,1,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,1,0,0,12,0,0,0,37,0,0,0,1,0,0,4,3,0,0,0,0,0,0,22,0,11,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,15,0,0,0,0,0,0,1,0,498,17,1,7,18.27309237,0,11.44578313,5.166666667,3.413654618,2,1,4,1,5,3,1,1,18
"93",13,2003,6,2148,22.7,0.493333333,0.453333333,6.266666667,41.1,1.4,9.25,14.66666667,7.791357516,4.48187197,0,31.6,28.5,12.91,9,12,0.246,"13 2003",8,8,10.03033872,17278.41908,0,0,8.836546898,88.09819038,8.826077461,0.003479999,0.003479999,0.09572725,0.10478916,1.085556626,1.086829424,0.009048681,0.009048681,-0.0104694369999994,0.00906191000000001,0.00127279800000002,10.1,0.026666667,0.093333333,5.666666667,37.4,1.6,10.50666667,10.46666667,7.791357516,4.223909767,70.9,0,21.56,7.72,0.246,14.7333333333333,0.647777777666667,0.358888888666667,5.94444444466667,53.3555555566667,1.9,10.0644444466667,11.5611111133333,7.29602583133333,4.31951784533333,76.4666666666667,10.5333333333333,21.5633333333333,7.35,264,6,0,0,0,0,0,0,0,29,0,0,2,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,12,5,4,0,0,0,0,15,0,0,39,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,10,0,0,0,1,0,0,0,0,0,2,1,0,0,16,4,0,38,0,0,0,0,0,0,0,0,500,14,1,5,31,0,14.2,4.706,5.6,1,1,3,2,5,3,2,2,19
"94",13,2004,10,2164,13.6,0.006666667,0.016666667,5.8,43.36666667,0.96,9.7,9.05,7.791357516,6.646520377,8.1,74.9,26.27,10.15,9,12,0.317,"13 2004",8,8,10.03033872,17278.41908,0,0,8.836546898,88.09819038,8.826077461,0.003479999,0.003479999,0.09572725,0.10478916,1.085556626,1.086829424,0.009048681,0.009048681,-0.0104694369999994,0.00906191000000001,0.00127279800000002,6,0,0.066666667,6.266666667,39.63333333,0.266666667,9.39,10.85,6.361993085,3.671224519,8.6,116.4,28.04,11.66,0.317,10.2333333333333,0.00222222233333333,0.037777778,6.13333333333333,41.4222222233333,0.531111111333333,9.40777777766667,10.9222222233333,7.31490270566667,5.01943990633333,5.6,120.533333333333,28.47,12.2366666666667,267,8,0,0,0,0,0,4,0,11,0,0,11,0,0,0,3,0,82,1,0,0,0,2,0,0,0,0,0,0,15,1,0,3,0,1,0,11,0,0,67,0,0,0,84,0,0,0,0,3,0,0,0,0,0,0,0,0,0,105,0,72,0,0,0,5,0,0,0,0,0,0,1,0,0,6,0,0,3,0,0,0,0,0,0,0,0,499,19,2,8,58.51703407,0.200400802,26.45290581,3.929859719,6.412825651,3,2,4,3,5,4,4,2,27
"95",13,2004,6,2160,11,0,0.026666667,6.133333333,37.53333333,1.183333333,9.476666667,12.6,7.791357516,7.457551585,3.5,171,27.98,12.58,9,12,0.317,"13 2004",8,8,10.03033872,17278.41908,0,0,8.836546898,88.09819038,8.826077461,0.003479999,0.003479999,0.09572725,0.10478916,1.085556626,1.086829424,0.009048681,0.009048681,-0.0104694369999994,0.00906191000000001,0.00127279800000002,4.2,0,0.076666667,6.2,41.96666667,2.4,9.7,8.95,6.817721156,4.768988271,22.3,0,22.61,8.05,0.317,7.5,0.0133333333333333,0.0400000003333333,6.17777777766667,39.3,1.672222222,9.34222222233333,10.45,7.46681206266667,5.94837582833333,20.5333333333333,57,23.53,8.81333333333333,266,3,0,0,0,0,0,4,0,8,0,0,5,0,0,0,0,0,265,0,0,0,0,0,0,0,0,1,0,0,22,6,3,0,0,0,0,12,0,0,43,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,24,0,49,0,0,0,0,1,0,0,0,0,0,3,0,0,4,1,0,35,0,0,0,2,0,0,0,0,501,18,1,7,29.14171657,0,8.582834331,5.103792415,5.389221557,2,1,4,1,5,2,1,2,18
"96",13,2005,10,2176,11.9,0.26,0.03,5.7,43.7,0.116666667,9.903333333,9.55,4.662495253,2.76000994,193.9,0,19.59,7.38,9,12,0.253,"13 2005",8,8,10.03033872,17278.41908,0,0,8.836546898,88.09819038,8.826077461,0.003479999,0.003479999,0.09572725,0.10478916,1.085556626,1.086829424,0.009048681,0.009048681,-0.0104694369999994,0.00906191000000001,0.00127279800000002,7.3,0.01,0.12,5.6,39.16666667,1,9.853333333,10.2,4.356708827,1.410986974,14.1,107.4,26.11,10.35,0.253,10.8333333333333,0.104444444333333,0.0722222223333333,5.65555555566667,41.9666666666667,0.705555555666667,9.53999999966667,11.16111111,5.24136950366667,2.70741354433333,69.3666666666667,93.4,26.0133333333333,11.12,269,11,0,0,0,0,0,0,0,12,0,0,64,0,0,0,18,0,67,8,0,0,0,1,0,1,0,0,0,0,48,0,21,0,0,0,0,10,0,0,47,0,0,0,7,0,0,0,0,0,0,9,3,0,0,0,0,0,0,39,0,56,0,0,0,16,1,0,1,0,0,0,0,0,0,18,12,0,16,0,0,0,0,1,0,0,0,487,20,1,9,62.83367556,0,37.16632444,3.480492813,10.26694045,3,1,5,4,5,5,5,4,32
"97",13,2005,6,2172,9.2,0.01,0.073333333,6.576666667,41.63333333,1.633333333,10.47,11.2,5.008633291,3.751854253,58.3,0,23.84,8.86,9,12,0.253,"13 2005",8,8,10.03033872,17278.41908,0,0,8.836546898,88.09819038,8.826077461,0.003479999,0.003479999,0.09572725,0.10478916,1.085556626,1.086829424,0.009048681,0.009048681,-0.0104694369999994,0.00906191000000001,0.00127279800000002,8.3,0,0.07,5.8,39.16666667,1.333333333,11.19,9.1,5.178970609,2.272125886,213.6,0,19.95,8.22,0.253,6.8,0.021111111,0.0688888886666667,6.01444444466667,39.6,1.46888888866667,11.10111111,9.26666666666667,4.11312203433333,2.95822888033333,124.4,0,20.0233333333333,6.77,268,8,0,0,0,0,0,4,0,104,0,0,8,0,0,0,1,0,105,0,0,0,0,0,0,1,0,0,0,0,41,7,11,0,0,2,19,4,0,0,59,0,0,0,15,0,0,0,1,0,0,3,1,0,6,0,0,0,0,42,0,9,0,0,0,21,4,0,1,1,0,1,1,0,0,8,2,0,49,0,0,0,1,2,0,0,0,542,24,2,10,51.84501845,0.36900369,21.77121771,3.988929889,9.594095941,4,2,5,3,5,4,4,4,31
"98",13,2006,6,2184,11.6,0.016666667,0,5.333333333,41,1.833333333,9.71,11.5,7.791357516,3.919991175,0.7,69.5,28.87,13.47,9,12,0.246,"13 2006",8,8,10.03033872,17278.41908,0,0,8.836546898,88.09819038,8.826077461,0.003479999,0.003479999,0.09572725,0.10478916,1.085556626,1.086829424,0.009048681,0.009048681,-0.0104694369999994,0.00906191000000001,0.00127279800000002,13,0.033333333,0.053333333,6.633333333,45.2,1.7,9.746666667,12.3,7.791357516,3.117949906,39.9,0,23.77,9.51,0.246,10.2666666666667,0.0166666666666667,0.0288888886666667,5.733333333,40.1222222233333,3.36666666666667,10.2522222223333,10.7,7.122692498,3.76071379966667,134.3,23.1666666666667,22.5133333333333,9.24333333333333,270,4,0,0,0,0,0,7,0,54,0,0,4,0,0,0,0,3,116,5,0,0,0,0,0,1,0,0,0,0,21,14,2,0,0,0,0,1,0,0,46,0,1,0,5,0,0,0,4,0,0,0,0,0,0,0,1,0,0,33,0,15,0,0,0,12,0,0,0,0,0,0,1,0,0,22,1,0,115,0,0,0,6,0,0,0,0,494,21,1,8,38.46153846,0,15.18218623,4.508097166,9.51417004,3,1,4,2,5,4,3,4,26
"99",13,2007,10,2200,15.2,0.003333333,0.016666667,6.336666667,49.26666667,0.85,10.13,10.33333333,7.791357516,1.410986974,17,59.5,21.11,6.9,9,12,0.214,"13 2007",8,8,10.03033872,17278.41908,0,0,8.836546898,88.09819038,8.826077461,0.003479999,0.003479999,0.09572725,0.10478916,1.085556626,1.086829424,0.009048681,0.009048681,-0.0104694369999994,0.00906191000000001,0.00127279800000002,11.1,0.106666667,0.02,6.83,44.56666667,0.466666667,9.066666667,13.4,6.531897516,4.942356453,33.1,87.7,25.13,10.69,0.214,12.6666666666667,0.0366666666666667,0.0344444446666667,6.06666666666667,46.9111111133333,0.538888889,9.48,12.0444444433333,7.371537516,3.45717554266667,16.7,105.966666666667,25.91,10.78,273,6,0,0,0,0,0,0,0,13,0,0,167,0,0,0,1,0,133,13,0,0,0,2,0,0,0,0,0,0,15,1,34,0,0,0,0,3,0,0,13,0,0,0,23,0,0,0,2,0,0,3,2,0,0,0,0,0,0,64,0,10,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,515,19,1,7,64.0776699,0,56.89320388,3.638834951,5.631067961,3,1,4,4,5,5,5,2,29
